Protein,go_term_type,go_term
Q9UL49,Function,DNA-binding transcription factor activity
Q9UL49,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q9UL49,Function,protein dimerization activity
Q9UL49,Function,"proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific"
Q9UL49,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
P13693,Function,calcium ion binding
P13693,Function,RNA binding
Q5JR98,Function,protein phosphatase 1 binding
Q9H3H9,Function,WW domain binding
Q5H9L2,Function,WW domain binding
Q6IPX3,Function,WW domain binding
Q86WV5,Function,single-stranded DNA binding
Q86WV5,Function,telomerase inhibitor activity
Q86WV5,Function,telomeric DNA binding
Q9UHQ7,Function,WW domain binding
Q15569,Function,ATP binding
Q15569,Function,metal ion binding
Q15569,Function,protein C-terminus binding
Q15569,Function,protein kinase binding
Q15569,Function,protein serine/threonine kinase activity
Q15569,Function,protein serine/threonine/tyrosine kinase activity
Q15569,Function,protein tyrosine kinase activity
P28347,Function,DNA binding
P28347,Function,DNA-binding transcription factor activity
P28347,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P28347,Function,protein heterodimerization activity
P28347,Function,proximal promoter sequence-specific DNA binding
P28347,Function,RNA polymerase II transcription factor binding
P28347,Function,sequence-specific DNA binding
P28347,Function,transcription coactivator binding
P28347,Function,"transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding"
P28347,Function,transcription regulator recruiting activity
P28347,Function,transcription regulatory region DNA binding
A2RU30,Function,signaling receptor binding
P10646,Function,endopeptidase inhibitor activity
P10646,Function,serine-type endopeptidase inhibitor activity
P22735,Function,metal ion binding
P22735,Function,protein-glutamine gamma-glutamyltransferase activity
Q7Z7G0,Function,collagen binding
Q7Z7G0,Function,extracellular matrix structural constituent
Q7Z7G0,Function,heparin binding
Q17R31,Function,metal ion binding
Q17R31,Function,nuclease activity
Q9H853,Function,GTP binding
Q9H853,Function,GTPase activity
Q9H853,Function,structural constituent of cytoskeleton
Q9C0C2,Function,ankyrin repeat binding
Q9C0C2,Function,cadherin binding
Q9C0C2,Function,enzyme binding
Q9C0C2,Function,protein-containing complex binding
Q3ZCM7,Function,GTP binding
Q3ZCM7,Function,GTPase activity
Q3ZCM7,Function,structural constituent of cytoskeleton
Q86VP1,Function,kinase binding
Q86VP1,Function,metal ion binding
Q9ULP9,Function,GTPase activator activity
Q9UPU7,Function,GTPase activator activity
Q9UPU7,Function,Rab GTPase binding
Q86TI0,Function,GTPase activator activity
Q86TI0,Function,Rab GTPase binding
Q96BZ9,Function,GTPase activator activity
Q96BZ9,Function,Rab GTPase binding
Q9BUF5,Function,GTP binding
Q9BUF5,Function,GTPase activity
Q9BUF5,Function,structural constituent of cytoskeleton
Q9BZK7,Function,beta-catenin binding
Q9BZK7,Function,histone binding
Q9BZK7,Function,protein N-terminus binding
Q9BZK7,Function,transcription corepressor activity
Q9BZK7,Function,transcription regulatory region DNA binding
Q9BQ87,Function,transcription corepressor activity
Q9Y4P3,Function,phosphoprotein binding
Q9Y4P3,Function,protein kinase binding
Q9Y4P3,Function,RNA binding
Q9Y4P3,Function,translation initiation factor binding
O43680,Function,androgen receptor binding
O43680,Function,bHLH transcription factor binding
O43680,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
O43680,Function,E-box binding
O43680,Function,histone deacetylase binding
O43680,Function,protein dimerization activity
O43680,Function,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific"
O43680,Function,"proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific"
Q96SF2,Function,anion channel activity
Q96SF2,Function,ATP binding
Q96SF2,Function,calcium-activated potassium channel activity
Q9NR00,Function,Notch binding
O75764,Function,DNA binding
O75764,Function,zinc ion binding
Q9UGU0,Function,DNA binding
Q9UGU0,Function,DNA-binding transcription factor activity
Q9UGU0,Function,metal ion binding
Q9UGU0,Function,RNA binding
Q9UGU0,Function,transcription coactivator activity
Q9UGU0,Function,transcription regulatory region DNA binding
Q9Y4R8,Function,Hsp90 protein binding
Q9Y4R8,Function,protein kinase binding
Q9Y4R8,Function,protein-containing complex binding
Q9Y4R8,Function,protein-containing complex scaffold activity
Q9Y4R8,Function,telomeric DNA binding
Q8IUC6,Function,protein kinase binding
Q9HBL0,Function,actin binding
Q9HBL0,Function,RNA binding
P13726,Function,phospholipid binding
P13726,Function,protease binding
Q12789,Function,RNA polymerase III type 1 promoter sequence-specific DNA binding
Q12789,Function,RNA polymerase III type 2 promoter sequence-specific DNA binding
Q92734,Function,identical protein binding
O95455,Function,"dTDP-glucose 4,6-dehydratase activity"
O95379,Function,cysteine-type endopeptidase inhibitor activity involved in apoptotic process
Q9UBB9,Function,nucleic acid binding
Q9HCS4,Function,beta-catenin binding
Q9HCS4,Function,chromatin binding
Q9HCS4,Function,DNA binding
Q9HCS4,Function,DNA-binding transcription factor activity
Q9HCS4,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q9HCS4,Function,sequence-specific DNA binding
Q9HCS4,Function,transcription regulatory region DNA binding
Q5H9I0,Function,DNA binding
Q5H9I0,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q5H9I0,Function,protein heterodimerization activity
P15923,Function,bHLH transcription factor binding
P15923,Function,DNA binding
P15923,Function,DNA-binding transcription factor activity
P15923,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P15923,Function,E-box binding
P15923,Function,enhancer binding
P15923,Function,mitogen-activated protein kinase kinase kinase binding
P15923,Function,protein heterodimerization activity
P15923,Function,protein homodimerization activity
P15923,Function,"proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific"
P15923,Function,repressing transcription factor binding
P15923,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
P15923,Function,transcription coactivator activity
P15923,Function,transcription factor binding
P15923,Function,vitamin D response element binding
P68366,Function,GTP binding
P68366,Function,GTPase activity
P68366,Function,protein kinase binding
P68366,Function,structural constituent of cytoskeleton
P0CG34,Function,actin monomer binding
Q2M2D7,Function,GTPase activator activity
Q2M2D7,Function,Rab GTPase binding
Q92609,Function,AP-2 adaptor complex binding
Q92609,Function,GTPase activator activity
Q92609,Function,Rab GTPase binding
Q92609,Function,retromer complex binding
Q7RTU0,Function,DNA binding
Q7RTU0,Function,protein dimerization activity
Q5QJ38,Function,transition metal ion binding
Q92526,Function,ATP binding
Q92526,Function,protein transporter activity
Q92526,Function,unfolded protein binding
Q9H147,Function,DNA binding
Q9H147,Function,nucleosome binding
Q9H147,Function,protein homodimerization activity
Q10587,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q10587,Function,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific"
Q10587,Function,RNA polymerase II regulatory region sequence-specific DNA binding
Q8IWB9,Function,lipid binding
P19532,Function,DNA-binding transcription factor activity
P19532,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P19532,Function,protein dimerization activity
P19532,Function,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific"
P19532,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
P19532,Function,transcription regulatory region DNA binding
Q03403,Function,CXCR4 chemokine receptor binding
Q9Y5Q9,Function,DNA binding
Q9Y5Q9,Function,RNA polymerase III transcription regulator recruiting activity
Q5JRA6,Function,lipoprotein transporter activity
Q9BXR0,Function,metal ion binding
Q9BXR0,Function,protein heterodimerization activity
Q9BXR0,Function,protein homodimerization activity
Q9BXR0,Function,queuine tRNA-ribosyltransferase activity
Q9H5L6,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q9H5L6,Function,metal ion binding
Q9H5L6,Function,sequence-specific DNA binding
Q9H5L6,Function,transferase activity
Q9H5L6,Function,transposase activity
Q5T1C6,Function,acyl-CoA hydrolase activity
Q5T1C6,Function,myristoyl-CoA hydrolase activity
Q5T1C6,Function,palmitoyl-CoA hydrolase activity
Q8IWV7,Function,leucine binding
Q8IWV7,Function,ubiquitin protein ligase activity
Q8IWV7,Function,zinc ion binding
P37837,Function,monosaccharide binding
P37837,Function,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity
Q9UL54,Function,ATP binding
Q9UL54,Function,MAP kinase kinase kinase activity
Q9UL54,Function,mitogen-activated protein kinase kinase binding
Q9UL54,Function,neuropilin binding
Q9UL54,Function,protein serine/threonine kinase activity
Q9H2D6,Function,actin filament binding
Q9H2D6,Function,GTP-Rho binding
Q9H2D6,Function,myosin II binding
Q9H2D6,Function,ubiquitin protein ligase binding
Q9H2K8,Function,ATP binding
Q9H2K8,Function,MAP kinase kinase kinase activity
Q9H2K8,Function,protein kinase inhibitor activity
Q9H2K8,Function,protein serine/threonine kinase activity
Q9H2K8,Function,transferase activity
Q03518,Function,ADP binding
Q03518,Function,ATP binding
Q03518,Function,"ATPase activity, coupled to transmembrane movement of substances"
Q03518,Function,MHC class I protein binding
Q03518,Function,MHC class Ib protein binding
Q03518,Function,peptide antigen binding
Q03518,Function,peptide antigen-transporting ATPase activity
Q03518,Function,peptide transmembrane transporter activity
Q03518,Function,protein homodimerization activity
Q03518,Function,TAP1 binding
Q03518,Function,TAP2 binding
Q71U36,Function,GTP binding
Q71U36,Function,GTPase activity
Q71U36,Function,protein domain specific binding
Q71U36,Function,structural constituent of cytoskeleton
Q71U36,Function,structural molecule activity
P68363,Function,double-stranded RNA binding
P68363,Function,GTP binding
P68363,Function,GTPase activity
P68363,Function,structural constituent of cytoskeleton
P68363,Function,structural molecule activity
P68363,Function,ubiquitin protein ligase binding
Q9P0N9,Function,GTPase activator activity
Q9P0N9,Function,Rab GTPase binding
A0A087X179,Function,GTPase activator activity
A0A087X179,Function,Rab GTPase binding
O95759,Function,GTPase activator activity
O95759,Function,Rab GTPase binding
P50990,Function,ATP binding
P50990,Function,"ATPase activity, coupled"
P50990,Function,cadherin binding
P50990,Function,unfolded protein binding
P23193,Function,DNA binding
P23193,Function,zinc ion binding
Q13569,Function,ATP binding
Q13569,Function,chloride ion binding
Q13569,Function,damaged DNA binding
Q13569,Function,DNA binding
Q13569,Function,DNA N-glycosylase activity
Q13569,Function,double-stranded DNA binding
Q13569,Function,G/U mismatch-specific uracil-DNA glycosylase activity
Q13569,Function,magnesium ion binding
Q13569,Function,mismatched DNA binding
Q13569,Function,protein domain specific binding
Q13569,Function,protein homodimerization activity
Q13569,Function,protein kinase C binding
Q13569,Function,protein self-association
Q13569,Function,pyrimidine-specific mismatch base pair DNA N-glycosylase activity
Q13569,Function,sodium ion binding
Q13569,Function,SUMO binding
Q13569,Function,transcription coregulator activity
Q13569,Function,transcription factor binding
Q13569,Function,uracil DNA N-glycosylase activity
Q9BRU2,Function,WW domain binding
Q9UQP3,Function,identical protein binding
Q9UQP3,Function,integrin binding
Q92994,Function,metal ion binding
Q92994,Function,RNA polymerase III general transcription initiation factor activity
Q92994,Function,TBP-class protein binding
P36897,Function,activin binding
P36897,Function,ATP binding
P36897,Function,growth factor binding
P36897,Function,I-SMAD binding
P36897,Function,metal ion binding
P36897,Function,protein kinase activity
P36897,Function,protein serine/threonine kinase activity
P36897,Function,SMAD binding
P36897,Function,transforming growth factor beta binding
P36897,Function,"transforming growth factor beta receptor activity, type I"
P36897,Function,transforming growth factor beta-activated receptor activity
P36897,Function,type II transforming growth factor beta receptor binding
P37173,Function,ATP binding
P37173,Function,glycosaminoglycan binding
P37173,Function,growth factor binding
P37173,Function,metal ion binding
P37173,Function,mitogen-activated protein kinase kinase kinase binding
P37173,Function,SMAD binding
P37173,Function,transforming growth factor beta binding
P37173,Function,"transforming growth factor beta receptor activity, type II"
P37173,Function,transforming growth factor beta-activated receptor activity
P37173,Function,transmembrane receptor protein serine/threonine kinase activity
P37173,Function,type I transforming growth factor beta receptor binding
P37173,Function,type III transforming growth factor beta receptor binding
P17542,Function,chromatin binding
P17542,Function,DNA-binding transcription factor activity
P17542,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P17542,Function,E-box binding
P17542,Function,enzyme binding
P17542,Function,histone deacetylase binding
P17542,Function,protein heterodimerization activity
P17542,Function,RNA polymerase II distal enhancer sequence-specific DNA binding
P17542,Function,RNA polymerase II regulatory region sequence-specific DNA binding
P17542,Function,RNA polymerase II transcription factor binding
P17542,Function,transcription regulatory region DNA binding
Q93075,Function,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"
Q93075,Function,metal ion binding
Q4KMP7,Function,GTPase activator activity
Q4KMP7,Function,Rab GTPase binding
Q3MII6,Function,GTPase activator activity
Q3MII6,Function,Rab GTPase binding
O60347,Function,GTPase activator activity
O60347,Function,Rab GTPase binding
Q9UJT1,Function,GTP binding
Q9UJT1,Function,GTPase activity
Q9UJT1,Function,structural constituent of cytoskeleton
Q9Y2I9,Function,GTPase activator activity
Q9Y2I9,Function,Rab GTPase binding
P32241,Function,G protein-coupled peptide receptor activity
P32241,Function,peptide hormone binding
P32241,Function,vasoactive intestinal polypeptide receptor activity
P01282,Function,hormone activity
P01282,Function,neuropeptide hormone activity
P01282,Function,peptide hormone receptor binding
Q66K14,Function,calcium ion binding
Q66K14,Function,GTPase activator activity
Q66K14,Function,Rab GTPase binding
O75347,Function,beta-tubulin binding
O75347,Function,chaperone binding
O75347,Function,RNA binding
P17987,Function,ATP binding
P17987,Function,RNA binding
P17987,Function,ubiquitin protein ligase binding
P17987,Function,unfolded protein binding
Q15560,Function,DNA binding
Q15560,Function,zinc ion binding
P13385,Function,activin receptor binding
P13385,Function,growth factor activity
P13385,Function,nodal binding
P13385,Function,signaling receptor binding
P51864,Function,activin receptor binding
P51864,Function,growth factor activity
P51864,Function,nodal binding
P51864,Function,signaling receptor binding
Q15170,Function,DNA-binding transcription factor activity
Q15170,Function,WW domain binding
Q969E4,Function,WW domain binding
Q5QJE6,Function,RNA binding
Q5HYJ1,Function,oxidoreductase activity
Q5HYJ1,Function,"oxidoreductase activity, acting on the CH-CH group of donors"
Q9P273,Function,cell adhesion molecule binding
Q9P273,Function,protein heterodimerization activity
Q9P273,Function,protein homodimerization activity
Q8IZW8,Function,actin binding
Q6N022,Function,cell adhesion molecule binding
Q6N022,Function,protein heterodimerization activity
Q6N022,Function,protein homodimerization activity
Q9Y2B5,Function,GTPase activator activity
Q9Y2B5,Function,transporter activity
Q8IUE0,Function,DNA binding
Q8IUE0,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P04155,Function,growth factor activity
Q9NVV9,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q9NVV9,Function,identical protein binding
Q9NVV9,Function,protein homodimerization activity
Q9NVV9,Function,"proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific"
Q9NVV9,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
Q9NVV9,Function,sequence-specific DNA binding
Q9NVV9,Function,zinc ion binding
Q7Z6K1,Function,DNA binding
Q7Z6K1,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q7Z6K1,Function,metal ion binding
Q7Z6K1,Function,protease binding
Q16559,Function,DNA binding
Q16559,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q16559,Function,protein dimerization activity
Q16559,Function,RNA polymerase II regulatory region sequence-specific DNA binding
Q70YC4,Function,protein homodimerization activity
Q9P031,Function,RNA binding
Q03519,Function,ATP binding
Q03519,Function,"ATPase activity, coupled to transmembrane movement of substances"
Q03519,Function,MHC class Ib protein binding
Q03519,Function,peptide antigen-transporting ATPase activity
Q03519,Function,TAP1 binding
Q03519,Function,tapasin binding
Q03519,Function,transporter activity
Q6P1N9,Function,3'-5'-exodeoxyribonuclease activity
Q6P1N9,Function,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"
Q6P1N9,Function,metal ion binding
Q9BYX2,Function,cadherin binding
Q9BYX2,Function,GTPase activator activity
Q9BYX2,Function,Rab GTPase binding
Q15814,Function,chaperone binding
Q15814,Function,GTPase activity
Q15814,Function,tubulin binding
A6NDS4,Function,GTPase activator activity
A6NDS4,Function,Rab GTPase binding
Q6IPX1,Function,GTPase activator activity
Q6IPX1,Function,Rab GTPase binding
Q9UGI8,Function,cadherin binding
Q9UGI8,Function,RNA binding
Q9UGI8,Function,zinc ion binding
P61812,Function,amyloid-beta binding
P61812,Function,cytokine activity
P61812,Function,growth factor activity
P61812,Function,protein heterodimerization activity
P61812,Function,protein homodimerization activity
P61812,Function,signaling receptor binding
P61812,Function,transforming growth factor beta receptor binding
P61812,Function,type II transforming growth factor beta receptor binding
P61812,Function,type III transforming growth factor beta receptor binding
Q08188,Function,calcium ion binding
Q08188,Function,catalytic activity
Q08188,Function,protein-glutamine gamma-glutamyltransferase activity
Q08188,Function,"transferase activity, transferring acyl groups"
Q9UKN8,Function,DNA binding
Q9UKN8,Function,enzyme activator activity
Q9UKN8,Function,histone acetyltransferase activity
Q9Y5Q8,Function,DNA binding
P02786,Function,double-stranded RNA binding
P02786,Function,identical protein binding
P02786,Function,protein homodimerization activity
P02786,Function,RNA binding
P02786,Function,transferrin receptor activity
P02786,Function,transferrin transmembrane transporter activity
P02786,Function,virus receptor activity
Q9P2Z0,Function,DNA binding
Q9P2Z0,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q9P2Z0,Function,metal ion binding
P09110,Function,acetate CoA-transferase activity
P09110,Function,acetyl-CoA C-acyltransferase activity
P09110,Function,palmitoyl-CoA oxidase activity
Q99757,Function,peptide-methionine (R)-S-oxide reductase activity
Q99757,Function,peptide-methionine (S)-S-oxide reductase activity
Q99757,Function,protein disulfide oxidoreductase activity
Q99757,Function,protein-containing complex binding
Q5SRD1,Function,P-P-bond-hydrolysis-driven protein transmembrane transporter activity
Q5SRD1,Function,protein transmembrane transporter activity
Q99595,Function,P-P-bond-hydrolysis-driven protein transmembrane transporter activity
Q53EQ6,Function,actin filament binding
Q53EQ6,Function,DNA binding
Q9Y5J7,Function,chaperone binding
Q9Y5J7,Function,protein homodimerization activity
Q9Y5J7,Function,transporter activity
Q9Y5J7,Function,zinc ion binding
Q9BRJ7,Function,hydrolase activity
Q9BRJ7,Function,RNA binding
Q9BRJ7,Function,snoRNA binding
Q8TBZ6,Function,RNA binding
Q8TBZ6,Function,tRNA (guanine(9)-N(1))-methyltransferase activity
Q8TBZ6,Function,tRNA (guanine-N1-)-methyltransferase activity
Q8TBZ6,Function,tRNA binding
P25445,Function,calmodulin binding
P25445,Function,identical protein binding
P25445,Function,kinase binding
P25445,Function,signaling receptor activity
P25445,Function,transmembrane signaling receptor activity
Q02223,Function,signaling receptor activity
Q9NS68,Function,signaling receptor activity
Q9NS68,Function,tumor necrosis factor-activated receptor activity
Q9H0E2,Function,"interleukin-1, type I receptor binding"
Q9H0E2,Function,kinase binding
Q9H0E2,Function,SUMO binding
Q9H0E2,Function,Toll-like receptor binding
Q9H0E2,Function,ubiquitin binding
Q9H0E2,Function,ubiquitin conjugating enzyme binding
Q9H0E2,Function,ubiquitin protein ligase binding
P19429,Function,actin binding
P19429,Function,actin filament binding
P19429,Function,calcium channel inhibitor activity
P19429,Function,calcium-dependent protein binding
P19429,Function,metal ion binding
P19429,Function,protein domain specific binding
P19429,Function,protein kinase binding
P19429,Function,troponin C binding
P19429,Function,troponin T binding
Q8NFQ8,Function,ATPase activator activity
Q8NFQ8,Function,ATPase binding
P13805,Function,calcium ion binding
P13805,Function,tropomyosin binding
P13805,Function,troponin T binding
O43399,Function,catalytic activity
O43399,Function,protein heterodimerization activity
O43399,Function,protein homodimerization activity
O43399,Function,RNA binding
P40238,Function,thrombopoietin receptor activity
P40238,Function,transmembrane signaling receptor activity
Q9GZN2,Function,DNA binding
Q9GZN2,Function,DNA-binding transcription factor activity
Q9GZN2,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P10599,Function,peptide disulfide oxidoreductase activity
P10599,Function,protein disulfide oxidoreductase activity
P10599,Function,RNA binding
P25325,Function,3-mercaptopyruvate sulfurtransferase activity
P25325,Function,identical protein binding
P25325,Function,thiosulfate sulfurtransferase activity
O15164,Function,chromatin binding
O15164,Function,estrogen response element binding
O15164,Function,lysine-acetylated histone binding
O15164,Function,nuclear receptor binding
O15164,Function,p53 binding
O15164,Function,protein tyrosine kinase activity
O15164,Function,signaling receptor binding
O15164,Function,transcription coactivator activity
O15164,Function,ubiquitin protein ligase activity
O15164,Function,ubiquitin-protein transferase activity
O15164,Function,zinc ion binding
Q8IY51,Function,DNA binding
O60830,Function,P-P-bond-hydrolysis-driven protein transmembrane transporter activity
P35625,Function,metal ion binding
P35625,Function,metalloendopeptidase inhibitor activity
P35625,Function,protease binding
O15455,Function,double-stranded RNA binding
O15455,Function,identical protein binding
O15455,Function,signaling receptor activity
O15455,Function,transmembrane signaling receptor activity
O00206,Function,identical protein binding
O00206,Function,lipopolysaccharide binding
O00206,Function,lipopolysaccharide receptor activity
O00206,Function,protein heterodimerization activity
O00206,Function,signaling receptor activity
O00206,Function,signaling receptor binding
O00206,Function,transmembrane signaling receptor activity
Q15399,Function,identical protein binding
Q15399,Function,lipopeptide binding
Q15399,Function,protein heterodimerization activity
Q15399,Function,signaling receptor activity
Q15399,Function,Toll-like receptor 2 binding
Q15399,Function,transmembrane signaling receptor activity
Q9NS69,Function,protein transmembrane transporter activity
Q63HR2,Function,kinase binding
Q63HR2,Function,metal ion binding
Q63HR2,Function,phosphoprotein phosphatase activity
P24557,Function,12-hydroxyheptadecatrienoic acid synthase activity
P24557,Function,heme binding
P24557,Function,iron ion binding
P24557,Function,monooxygenase activity
P24557,Function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
P24557,Function,thromboxane-A synthase activity
O60235,Function,peptidase activity
O60235,Function,serine-type endopeptidase activity
Q9UL52,Function,serine-type endopeptidase activity
Q9UL52,Function,serine-type peptidase activity
Q9P2C4,Function,toxic substance binding
Q9P0U1,Function,protein transmembrane transporter activity
O94826,Function,protein transmembrane transporter activity
Q9HAV5,Function,signaling receptor activity
Q9HAV5,Function,tumor necrosis factor-activated receptor activity
P25942,Function,antigen binding
P25942,Function,enzyme binding
P25942,Function,protein domain specific binding
P25942,Function,signaling receptor activity
P25942,Function,ubiquitin protein ligase binding
P11387,Function,ATP binding
P11387,Function,chromatin binding
P11387,Function,DNA binding
P11387,Function,DNA topoisomerase type I activity
P11387,Function,double-stranded DNA binding
P11387,Function,protein domain specific binding
P11387,Function,protein serine/threonine kinase activity
P11387,Function,RNA binding
P11387,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
P11387,Function,single-stranded DNA binding
P11387,Function,supercoiled DNA binding
Q93096,Function,protein tyrosine phosphatase activity
Q93096,Function,protein tyrosine/serine/threonine phosphatase activity
Q9UL33,Function,Rab guanyl-nucleotide exchange factor activity
O75865,Function,Rab guanyl-nucleotide exchange factor activity
O75762,Function,calcium channel activity
O75762,Function,calcium-release channel activity
O75762,Function,channel activity
O75762,Function,identical protein binding
O75762,Function,temperature-gated cation channel activity
Q9BVW5,Function,DNA binding
Q9UKI8,Function,ATP binding
Q9UKI8,Function,protein serine/threonine kinase activity
Q9UHF0,Function,neuromedin K receptor binding
Q9UHF0,Function,signaling receptor binding
Q9UHF0,Function,substance K receptor binding
Q04724,Function,identical protein binding
Q04724,Function,repressing transcription factor binding
Q04724,Function,transcription corepressor activity
Q04724,Function,transcription factor binding
Q04726,Function,repressing transcription factor binding
Q04726,Function,transcription corepressor activity
A0AVI4,Function,metal ion binding
A0AVI4,Function,ubiquitin protein ligase activity
O60602,Function,interleukin-1 receptor binding
O60602,Function,transmembrane signaling receptor activity
O75674,Function,clathrin binding
O75674,Function,protein kinase activator activity
O75674,Function,protein kinase binding
O75674,Function,SH3 domain binding
O75674,Function,ubiquitin binding
Q6UXN7,Function,mitochondrion targeting sequence binding
Q6UXN7,Function,P-P-bond-hydrolysis-driven protein transmembrane transporter activity
P02585,Function,actin filament binding
P02585,Function,calcium ion binding
P02585,Function,calcium-dependent protein binding
P45378,Function,calcium ion binding
P45378,Function,calcium-dependent protein binding
P45378,Function,tropomyosin binding
P45378,Function,troponin C binding
P45378,Function,troponin I binding
Q07011,Function,signaling receptor activity
P20333,Function,tumor necrosis factor binding
P20333,Function,tumor necrosis factor-activated receptor activity
P20333,Function,ubiquitin protein ligase binding
Q5JTV8,Function,ATPase activator activity
Q5JTV8,Function,ATPase binding
Q5JTV8,Function,cytoskeletal protein binding
Q5JTV8,Function,lamin binding
Q8WZ04,Function,catechol O-methyltransferase activity
Q8WZ04,Function,L-dopa O-methyltransferase activity
Q8WZ04,Function,orcinol O-methyltransferase activity
P43489,Function,tumor necrosis factor-activated receptor activity
P43489,Function,virus receptor activity
P11388,Function,ATP binding
P11388,Function,chromatin binding
P11388,Function,DNA binding
P11388,Function,"DNA binding, bending"
P11388,Function,DNA topoisomerase type II (ATP-hydrolyzing) activity
P11388,Function,DNA-dependent ATPase activity
P11388,Function,drug binding
P11388,Function,enzyme binding
P11388,Function,histone deacetylase binding
P11388,Function,magnesium ion binding
P11388,Function,protein C-terminus binding
P11388,Function,protein heterodimerization activity
P11388,Function,protein homodimerization activity
P11388,Function,protein kinase C binding
P11388,Function,RNA binding
P11388,Function,ubiquitin binding
Q16890,Function,identical protein binding
Q16890,Function,protein heterodimerization activity
Q16890,Function,protein homodimerization activity
Q96NM4,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q96NM4,Function,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific"
Q96NM4,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
Q9ULQ1,Function,identical protein binding
Q9ULQ1,Function,NAADP-sensitive calcium-release channel activity
Q9ULQ1,Function,voltage-gated calcium channel activity
P60174,Function,triose-phosphate isomerase activity
P60174,Function,ubiquitin protein ligase binding
O14763,Function,signaling receptor activity
O14763,Function,TRAIL binding
Q9UI30,Function,protein heterodimerization activity
Q9UI30,Function,protein methyltransferase activity
Q96FV9,Function,DNA binding
Q96FV9,Function,RNA binding
P52888,Function,metal ion binding
P52888,Function,metalloendopeptidase activity
P52888,Function,peptide binding
Q02763,Function,ATP binding
Q02763,Function,growth factor binding
Q02763,Function,protein kinase activity
Q02763,Function,protein tyrosine kinase activity
Q02763,Function,Ras guanyl-nucleotide exchange factor activity
Q02763,Function,signaling receptor activity
Q02763,Function,transmembrane receptor protein tyrosine kinase activity
Q02763,Function,transmembrane signaling receptor activity
Q6NT04,Function,DNA binding
Q92748,Function,identical protein binding
Q92748,Function,protein homodimerization activity
Q9NQH7,Function,aminopeptidase activity
Q9NQH7,Function,manganese ion binding
Q9NQH7,Function,metalloaminopeptidase activity
Q9NQH7,Function,protein homodimerization activity
Q86V40,Function,endopeptidase activity
Q86V40,Function,metal ion binding
Q86V40,Function,metalloendopeptidase activity
Q86V40,Function,Wnt-protein binding
O60220,Function,metal ion binding
P20366,Function,neuromedin K receptor binding
P20366,Function,receptor ligand activity
P20366,Function,signaling receptor binding
P20366,Function,substance K receptor binding
P20366,Function,substance P receptor binding
Q6ZMR5,Function,serine-type endopeptidase activity
Q6ZWK6,Function,serine-type endopeptidase activity
Q8IY95,Function,protein homodimerization activity
Q86V81,Function,RNA binding
P04216,Function,GPI anchor binding
P04216,Function,GTPase activator activity
P04216,Function,integrin binding
P04216,Function,protein kinase binding
Q9NQ88,Function,bisphosphoglycerate 2-phosphatase activity
Q9NQ88,Function,"fructose-2,6-bisphosphate 2-phosphatase activity"
P01033,Function,cytokine activity
P01033,Function,growth factor activity
P01033,Function,metalloendopeptidase inhibitor activity
P01033,Function,peptidase inhibitor activity
P01033,Function,protease binding
P01033,Function,zinc ion binding
Q9BVC6,Function,voltage-gated ion channel activity
Q8WZ59,Function,protein self-association
Q9Y5U5,Function,tumor necrosis factor-activated receptor activity
Q15785,Function,heat shock protein binding
